,Date,Price,Number Sold,Item
3947,2018-03-25,1.017,224,Inscribed Moonfall
3948,2018-03-26,1.044,223,Inscribed Moonfall
3949,2018-03-27,1.0,183,Inscribed Moonfall
3950,2018-03-28,0.921,77,Inscribed Moonfall
3951,2018-03-29,1.015,319,Inscribed Moonfall
3952,2018-03-30,1.025,230,Inscribed Moonfall
3953,2018-03-31,0.989,268,Inscribed Moonfall
3954,2018-04-01,1.009,265,Inscribed Moonfall
3955,2018-04-02,1.036,234,Inscribed Moonfall
3956,2018-04-03,1.045,270,Inscribed Moonfall
3957,2018-04-04,1.019,363,Inscribed Moonfall
3958,2018-04-05,1.01,233,Inscribed Moonfall
3959,2018-04-06,1.039,249,Inscribed Moonfall
3960,2018-04-07,1.05,289,Inscribed Moonfall
3961,2018-04-08,1.058,212,Inscribed Moonfall
3962,2018-04-09,1.038,227,Inscribed Moonfall
3963,2018-04-10,1.045,213,Inscribed Moonfall
3964,2018-04-11,1.028,212,Inscribed Moonfall
3965,2018-04-12,1.023,250,Inscribed Moonfall
3966,2018-04-13,1.037,273,Inscribed Moonfall
3967,2018-04-14,1.034,278,Inscribed Moonfall
3968,2018-04-15,1.025,222,Inscribed Moonfall
3969,2018-04-16,1.037,189,Inscribed Moonfall
3970,2018-04-17,1.031,267,Inscribed Moonfall
3971,2018-04-18,1.018,208,Inscribed Moonfall
3972,2018-04-19,0.965,248,Inscribed Moonfall
3973,2018-04-20,0.978,236,Inscribed Moonfall
3974,2018-04-21,0.989,288,Inscribed Moonfall
3975,2018-04-22,0.995,229,Inscribed Moonfall
3976,2018-04-23,0.994,230,Inscribed Moonfall
3977,2018-04-24,0.996,208,Inscribed Moonfall
3978,2018-04-25,1.038,197,Inscribed Moonfall
3979,2018-04-26,1.031,185,Inscribed Moonfall
3980,2018-04-27,1.037,172,Inscribed Moonfall
3981,2018-04-28,1.031,223,Inscribed Moonfall
3982,2018-04-29,1.071,201,Inscribed Moonfall
3983,2018-04-30,1.06,187,Inscribed Moonfall
3984,2018-05-01,1.075,214,Inscribed Moonfall
3985,2018-05-02,1.062,190,Inscribed Moonfall
3986,2018-05-03,1.07,183,Inscribed Moonfall
3987,2018-05-04,1.034,196,Inscribed Moonfall
3988,2018-05-05,1.039,236,Inscribed Moonfall
3989,2018-05-06,1.043,198,Inscribed Moonfall
3990,2018-05-07,1.025,183,Inscribed Moonfall
3991,2018-05-08,0.922,277,Inscribed Moonfall
3992,2018-05-09,0.817,810,Inscribed Moonfall
3993,2018-05-10,0.846,366,Inscribed Moonfall
3994,2018-05-11,0.885,302,Inscribed Moonfall
3995,2018-05-12,0.934,287,Inscribed Moonfall
3996,2018-05-13,0.959,250,Inscribed Moonfall
3997,2018-05-14,0.946,234,Inscribed Moonfall
3998,2018-05-15,0.985,202,Inscribed Moonfall
3999,2018-05-16,0.999,186,Inscribed Moonfall
4000,2018-05-17,1.0,245,Inscribed Moonfall
4001,2018-05-18,0.983,216,Inscribed Moonfall
4002,2018-05-19,1.009,244,Inscribed Moonfall
4003,2018-05-20,1.031,253,Inscribed Moonfall
4004,2018-05-21,1.033,195,Inscribed Moonfall
4005,2018-05-22,1.049,193,Inscribed Moonfall
4006,2018-05-23,1.073,193,Inscribed Moonfall
4007,2018-05-24,1.066,217,Inscribed Moonfall
4008,2018-05-25,1.04,215,Inscribed Moonfall
4009,2018-05-26,1.056,240,Inscribed Moonfall
4010,2018-05-27,1.077,223,Inscribed Moonfall
4011,2018-05-28,1.09,214,Inscribed Moonfall
4012,2018-05-29,1.087,195,Inscribed Moonfall
4013,2018-05-30,1.103,163,Inscribed Moonfall
4014,2018-05-31,1.108,225,Inscribed Moonfall
4015,2018-06-01,1.001,293,Inscribed Moonfall
4016,2018-06-02,1.033,249,Inscribed Moonfall
4017,2018-06-03,1.054,237,Inscribed Moonfall
4018,2018-06-04,1.104,219,Inscribed Moonfall
4019,2018-06-05,1.116,184,Inscribed Moonfall
4020,2018-06-06,1.109,201,Inscribed Moonfall
4021,2018-06-07,1.13,199,Inscribed Moonfall
4022,2018-06-08,1.078,190,Inscribed Moonfall
4023,2018-06-09,1.093,223,Inscribed Moonfall
4024,2018-06-10,1.13,187,Inscribed Moonfall
4025,2018-06-11,1.092,227,Inscribed Moonfall
4026,2018-06-12,1.093,203,Inscribed Moonfall
4027,2018-06-13,1.146,194,Inscribed Moonfall
4028,2018-06-14,1.155,191,Inscribed Moonfall
4029,2018-06-15,1.16,185,Inscribed Moonfall
4030,2018-06-16,1.159,220,Inscribed Moonfall
4031,2018-06-17,1.141,187,Inscribed Moonfall
4032,2018-06-18,1.166,202,Inscribed Moonfall
4033,2018-06-19,1.2,199,Inscribed Moonfall
4034,2018-06-20,1.153,201,Inscribed Moonfall
4035,2018-06-21,1.133,235,Inscribed Moonfall
4036,2018-06-22,1.028,369,Inscribed Moonfall
4037,2018-06-23,1.021,367,Inscribed Moonfall
4038,2018-06-24,1.027,334,Inscribed Moonfall
4039,2018-06-25,1.049,248,Inscribed Moonfall
4040,2018-06-26,1.059,249,Inscribed Moonfall
4041,2018-06-27,1.053,273,Inscribed Moonfall
4042,2018-06-28,1.005,580,Inscribed Moonfall
4043,2018-06-29,1.052,324,Inscribed Moonfall
4044,2018-06-30,1.062,339,Inscribed Moonfall
4045,2018-07-01,1.082,292,Inscribed Moonfall
4046,2018-07-02,1.099,249,Inscribed Moonfall
4047,2018-07-03,1.099,195,Inscribed Moonfall
4048,2018-07-04,1.073,229,Inscribed Moonfall
4049,2018-07-05,1.082,237,Inscribed Moonfall
4050,2018-07-06,1.137,169,Inscribed Moonfall
4051,2018-07-07,1.119,193,Inscribed Moonfall
4052,2018-07-08,1.137,200,Inscribed Moonfall
4053,2018-07-09,1.144,214,Inscribed Moonfall
4054,2018-07-10,1.145,182,Inscribed Moonfall
4055,2018-07-11,1.133,189,Inscribed Moonfall
4056,2018-07-12,1.123,168,Inscribed Moonfall
4057,2018-07-13,1.121,201,Inscribed Moonfall
4058,2018-07-14,1.123,201,Inscribed Moonfall
4059,2018-07-15,1.126,184,Inscribed Moonfall
4060,2018-07-16,1.123,166,Inscribed Moonfall
4061,2018-07-17,1.127,158,Inscribed Moonfall
4062,2018-07-18,1.111,159,Inscribed Moonfall
4063,2018-07-19,1.117,163,Inscribed Moonfall
4064,2018-07-20,1.108,194,Inscribed Moonfall
4065,2018-07-21,1.039,283,Inscribed Moonfall
4066,2018-07-22,1.056,203,Inscribed Moonfall
4067,2018-07-23,1.04,141,Inscribed Moonfall
4068,2018-07-24,1.064,148,Inscribed Moonfall
4069,2018-07-25,1.045,153,Inscribed Moonfall
4070,2018-07-26,1.06,168,Inscribed Moonfall
4071,2018-07-27,1.082,138,Inscribed Moonfall
4072,2018-07-28,1.055,179,Inscribed Moonfall
4073,2018-07-29,1.084,164,Inscribed Moonfall
4074,2018-07-30,1.06,143,Inscribed Moonfall
4075,2018-07-31,1.069,130,Inscribed Moonfall
4076,2018-08-01,1.067,185,Inscribed Moonfall
4077,2018-08-02,1.068,172,Inscribed Moonfall
4078,2018-08-03,1.024,212,Inscribed Moonfall
4079,2018-08-04,1.01,191,Inscribed Moonfall
4080,2018-08-05,1.025,154,Inscribed Moonfall
4081,2018-08-06,1.048,182,Inscribed Moonfall
4082,2018-08-07,1.017,175,Inscribed Moonfall
4083,2018-08-08,1.015,165,Inscribed Moonfall
4084,2018-08-09,1.008,229,Inscribed Moonfall
4085,2018-08-10,0.981,179,Inscribed Moonfall
4086,2018-08-11,0.993,199,Inscribed Moonfall
4087,2018-08-12,0.995,172,Inscribed Moonfall
4088,2018-08-13,0.989,144,Inscribed Moonfall
4089,2018-08-14,0.993,129,Inscribed Moonfall
4090,2018-08-15,1.016,152,Inscribed Moonfall
4091,2018-08-16,0.981,149,Inscribed Moonfall
4092,2018-08-17,0.998,144,Inscribed Moonfall
4093,2018-08-18,0.989,181,Inscribed Moonfall
4094,2018-08-19,0.909,258,Inscribed Moonfall
4095,2018-08-20,0.913,217,Inscribed Moonfall
4096,2018-08-21,0.904,208,Inscribed Moonfall
4097,2018-08-22,0.917,180,Inscribed Moonfall
4098,2018-08-23,0.916,169,Inscribed Moonfall
4099,2018-08-24,0.912,186,Inscribed Moonfall
4100,2018-08-25,0.838,262,Inscribed Moonfall
4101,2018-08-26,0.898,225,Inscribed Moonfall
4102,2018-08-27,0.914,186,Inscribed Moonfall
4103,2018-08-28,0.97,172,Inscribed Moonfall
4104,2018-08-29,0.973,194,Inscribed Moonfall
4105,2018-08-30,0.949,192,Inscribed Moonfall
4106,2018-08-31,0.948,210,Inscribed Moonfall
4107,2018-09-01,0.921,456,Inscribed Moonfall
4108,2018-09-02,0.96,333,Inscribed Moonfall
4109,2018-09-03,0.969,283,Inscribed Moonfall
4110,2018-09-04,0.956,216,Inscribed Moonfall
4111,2018-09-05,0.986,178,Inscribed Moonfall
4112,2018-09-06,0.994,174,Inscribed Moonfall
4113,2018-09-07,0.994,144,Inscribed Moonfall
4114,2018-09-08,0.996,207,Inscribed Moonfall
4115,2018-09-09,1.007,176,Inscribed Moonfall
4116,2018-09-10,1.017,162,Inscribed Moonfall
4117,2018-09-11,0.997,156,Inscribed Moonfall
4118,2018-09-12,1.024,150,Inscribed Moonfall
4119,2018-09-13,1.017,143,Inscribed Moonfall
4120,2018-09-14,0.99,186,Inscribed Moonfall
4121,2018-09-15,1.008,165,Inscribed Moonfall
4122,2018-09-16,1.008,185,Inscribed Moonfall
4123,2018-09-17,0.995,184,Inscribed Moonfall
4124,2018-09-18,0.992,155,Inscribed Moonfall
4125,2018-09-19,1.023,134,Inscribed Moonfall
4126,2018-09-20,1.017,105,Inscribed Moonfall
4127,2018-09-21,1.004,131,Inscribed Moonfall
4128,2018-09-22,1.003,168,Inscribed Moonfall
4129,2018-09-23,0.981,176,Inscribed Moonfall
4130,2018-09-24,1.001,139,Inscribed Moonfall
4131,2018-09-25,1.005,133,Inscribed Moonfall
4132,2018-09-26,0.996,129,Inscribed Moonfall
4133,2018-09-27,1.022,107,Inscribed Moonfall
4134,2018-09-28,1.01,156,Inscribed Moonfall
4135,2018-09-29,0.985,155,Inscribed Moonfall
4136,2018-09-30,1.018,145,Inscribed Moonfall
4137,2018-10-01,1.03,143,Inscribed Moonfall
4138,2018-10-02,1.007,113,Inscribed Moonfall
4139,2018-10-03,1.008,141,Inscribed Moonfall
4140,2018-10-04,1.034,126,Inscribed Moonfall
4141,2018-10-05,1.004,149,Inscribed Moonfall
4142,2018-10-06,1.007,160,Inscribed Moonfall
4143,2018-10-07,1.004,138,Inscribed Moonfall
4144,2018-10-08,1.006,121,Inscribed Moonfall
4145,2018-10-09,1.01,119,Inscribed Moonfall
4146,2018-10-10,0.993,118,Inscribed Moonfall
4147,2018-10-11,0.992,112,Inscribed Moonfall
4148,2018-10-12,0.972,124,Inscribed Moonfall
4149,2018-10-13,0.986,139,Inscribed Moonfall
4150,2018-10-14,0.983,140,Inscribed Moonfall
4151,2018-10-15,0.976,149,Inscribed Moonfall
4152,2018-10-16,0.997,120,Inscribed Moonfall
4153,2018-10-17,1.004,102,Inscribed Moonfall
4154,2018-10-18,0.964,152,Inscribed Moonfall
4155,2018-10-19,0.959,142,Inscribed Moonfall
4156,2018-10-20,0.969,171,Inscribed Moonfall
4157,2018-10-21,0.953,147,Inscribed Moonfall
4158,2018-10-22,0.964,126,Inscribed Moonfall
4159,2018-10-23,0.978,123,Inscribed Moonfall
4160,2018-10-24,0.979,119,Inscribed Moonfall
4161,2018-10-25,0.949,108,Inscribed Moonfall
4162,2018-10-26,0.933,125,Inscribed Moonfall
4163,2018-10-27,0.947,149,Inscribed Moonfall
4164,2018-10-28,0.949,129,Inscribed Moonfall
4165,2018-10-29,0.924,120,Inscribed Moonfall
4166,2018-10-30,0.926,156,Inscribed Moonfall
4167,2018-10-31,0.909,173,Inscribed Moonfall
4168,2018-11-01,0.908,127,Inscribed Moonfall
4169,2018-11-02,0.911,105,Inscribed Moonfall
4170,2018-11-03,0.907,135,Inscribed Moonfall
4171,2018-11-04,0.915,138,Inscribed Moonfall
4172,2018-11-05,0.95,128,Inscribed Moonfall
4173,2018-11-06,0.941,109,Inscribed Moonfall
4174,2018-11-07,0.92,124,Inscribed Moonfall
4175,2018-11-08,0.925,141,Inscribed Moonfall
4176,2018-11-09,0.916,142,Inscribed Moonfall
4177,2018-11-10,0.943,162,Inscribed Moonfall
4178,2018-11-11,0.927,151,Inscribed Moonfall
4179,2018-11-12,0.944,122,Inscribed Moonfall
4180,2018-11-13,0.904,125,Inscribed Moonfall
4181,2018-11-14,0.95,120,Inscribed Moonfall
4182,2018-11-15,0.947,121,Inscribed Moonfall
4183,2018-11-16,0.945,136,Inscribed Moonfall
4184,2018-11-17,0.956,130,Inscribed Moonfall
4185,2018-11-18,0.941,132,Inscribed Moonfall
4186,2018-11-19,0.934,154,Inscribed Moonfall
4187,2018-11-20,1.01,246,Inscribed Moonfall
4188,2018-11-21,1.004,217,Inscribed Moonfall
4189,2018-11-22,0.956,222,Inscribed Moonfall
4190,2018-11-23,0.984,210,Inscribed Moonfall
4191,2018-11-24,1.009,226,Inscribed Moonfall
4192,2018-11-25,1.015,234,Inscribed Moonfall
4193,2018-11-26,1.008,173,Inscribed Moonfall
4194,2018-11-27,0.985,177,Inscribed Moonfall
4195,2018-11-28,0.982,153,Inscribed Moonfall
4196,2018-11-29,0.921,224,Inscribed Moonfall
4197,2018-11-30,0.912,239,Inscribed Moonfall
4198,2018-12-01,0.954,280,Inscribed Moonfall
4199,2018-12-02,0.958,214,Inscribed Moonfall
4200,2018-12-03,0.956,171,Inscribed Moonfall
4201,2018-12-04,0.963,168,Inscribed Moonfall
4202,2018-12-05,0.939,143,Inscribed Moonfall
4203,2018-12-06,0.911,149,Inscribed Moonfall
4204,2018-12-07,0.898,141,Inscribed Moonfall
4205,2018-12-08,0.909,180,Inscribed Moonfall
4206,2018-12-09,0.888,129,Inscribed Moonfall
4207,2018-12-10,0.91,143,Inscribed Moonfall
4208,2018-12-11,0.94,128,Inscribed Moonfall
4209,2018-12-12,0.896,119,Inscribed Moonfall
4210,2018-12-13,0.888,128,Inscribed Moonfall
4211,2018-12-14,0.895,123,Inscribed Moonfall
4212,2018-12-15,0.91,170,Inscribed Moonfall
4213,2018-12-16,0.927,146,Inscribed Moonfall
4214,2018-12-17,0.928,150,Inscribed Moonfall
4215,2018-12-18,0.917,138,Inscribed Moonfall
4216,2018-12-19,0.896,179,Inscribed Moonfall
4217,2018-12-20,0.843,206,Inscribed Moonfall
4218,2018-12-21,0.8,245,Inscribed Moonfall
4219,2018-12-22,0.834,252,Inscribed Moonfall
4220,2018-12-23,0.822,210,Inscribed Moonfall
4221,2018-12-24,0.842,184,Inscribed Moonfall
4222,2018-12-25,0.858,155,Inscribed Moonfall
4223,2018-12-26,0.859,163,Inscribed Moonfall
4224,2018-12-27,0.852,136,Inscribed Moonfall
4225,2018-12-28,0.874,143,Inscribed Moonfall
4226,2018-12-29,0.857,167,Inscribed Moonfall
4227,2018-12-30,0.85,210,Inscribed Moonfall
4228,2018-12-31,0.87,140,Inscribed Moonfall
4229,2019-01-01,0.865,145,Inscribed Moonfall
4230,2019-01-02,0.888,175,Inscribed Moonfall
4231,2019-01-03,0.859,163,Inscribed Moonfall
4232,2019-01-04,0.878,129,Inscribed Moonfall
4233,2019-01-05,0.902,144,Inscribed Moonfall
4234,2019-01-06,0.904,117,Inscribed Moonfall
4235,2019-01-07,0.88,120,Inscribed Moonfall
4236,2019-01-08,0.911,128,Inscribed Moonfall
4237,2019-01-09,0.898,98,Inscribed Moonfall
4238,2019-01-10,0.895,111,Inscribed Moonfall
4239,2019-01-11,0.916,118,Inscribed Moonfall
4240,2019-01-12,0.906,148,Inscribed Moonfall
4241,2019-01-13,0.903,137,Inscribed Moonfall
4242,2019-01-14,0.882,130,Inscribed Moonfall
4243,2019-01-15,0.892,109,Inscribed Moonfall
4244,2019-01-16,0.883,125,Inscribed Moonfall
4245,2019-01-17,0.907,110,Inscribed Moonfall
4246,2019-01-18,0.897,105,Inscribed Moonfall
4247,2019-01-19,0.949,134,Inscribed Moonfall
4248,2019-01-20,0.936,121,Inscribed Moonfall
4249,2019-01-21,0.929,111,Inscribed Moonfall
4250,2019-01-22,0.917,102,Inscribed Moonfall
4251,2019-01-23,0.907,119,Inscribed Moonfall
4252,2019-01-24,0.892,126,Inscribed Moonfall
4253,2019-01-25,0.91,123,Inscribed Moonfall
4254,2019-01-26,0.912,163,Inscribed Moonfall
4255,2019-01-27,0.955,138,Inscribed Moonfall
4256,2019-01-28,0.948,112,Inscribed Moonfall
4257,2019-01-29,0.967,96,Inscribed Moonfall
4258,2019-01-30,0.947,133,Inscribed Moonfall
4259,2019-01-31,0.923,102,Inscribed Moonfall
4260,2019-02-01,0.963,119,Inscribed Moonfall
4261,2019-02-02,0.993,118,Inscribed Moonfall
4262,2019-02-03,1.01,105,Inscribed Moonfall
4263,2019-02-04,0.982,163,Inscribed Moonfall
4264,2019-02-05,0.956,154,Inscribed Moonfall
4265,2019-02-06,0.994,117,Inscribed Moonfall
4266,2019-02-07,0.927,129,Inscribed Moonfall
4267,2019-02-08,0.912,158,Inscribed Moonfall
4268,2019-02-09,0.925,147,Inscribed Moonfall
4269,2019-02-10,0.909,160,Inscribed Moonfall
4270,2019-02-11,0.923,136,Inscribed Moonfall
4271,2019-02-12,0.958,96,Inscribed Moonfall
4272,2019-02-13,0.959,111,Inscribed Moonfall
4273,2019-02-14,0.966,90,Inscribed Moonfall
4274,2019-02-15,0.963,106,Inscribed Moonfall
4275,2019-02-16,0.959,109,Inscribed Moonfall
4276,2019-02-17,0.948,101,Inscribed Moonfall
4277,2019-02-18,0.94,93,Inscribed Moonfall
4278,2019-02-19,0.944,81,Inscribed Moonfall
4279,2019-02-20,0.928,85,Inscribed Moonfall
4280,2019-02-21,0.935,87,Inscribed Moonfall
4281,2019-02-22,0.955,96,Inscribed Moonfall
4282,2019-02-23,0.938,117,Inscribed Moonfall
4283,2019-02-24,0.934,131,Inscribed Moonfall
4284,2019-02-25,0.925,88,Inscribed Moonfall
4285,2019-02-26,0.936,103,Inscribed Moonfall
4286,2019-02-27,0.968,79,Inscribed Moonfall
4287,2019-02-28,0.956,78,Inscribed Moonfall
4288,2019-03-01,0.917,92,Inscribed Moonfall
4289,2019-03-02,0.913,133,Inscribed Moonfall
4290,2019-03-03,0.945,134,Inscribed Moonfall
4291,2019-03-04,0.99,92,Inscribed Moonfall
4292,2019-03-05,0.932,81,Inscribed Moonfall
4293,2019-03-06,0.932,97,Inscribed Moonfall
4294,2019-03-07,0.928,61,Inscribed Moonfall
4295,2019-03-08,0.899,91,Inscribed Moonfall
4296,2019-03-09,0.928,108,Inscribed Moonfall
4297,2019-03-10,0.923,76,Inscribed Moonfall
4298,2019-03-11,0.897,95,Inscribed Moonfall
4299,2019-03-12,0.921,73,Inscribed Moonfall
4300,2019-03-13,0.911,75,Inscribed Moonfall
4301,2019-03-14,0.914,74,Inscribed Moonfall
4302,2019-03-15,0.889,110,Inscribed Moonfall
4303,2019-03-16,0.891,91,Inscribed Moonfall
4304,2019-03-17,0.903,83,Inscribed Moonfall
4305,2019-03-18,0.879,96,Inscribed Moonfall
4306,2019-03-19,0.923,80,Inscribed Moonfall
4307,2019-03-20,0.914,65,Inscribed Moonfall
4308,2019-03-21,0.884,78,Inscribed Moonfall
4309,2019-03-22,0.868,110,Inscribed Moonfall
4310,2019-03-23,0.874,127,Inscribed Moonfall
4311,2019-03-24,0.866,110,Inscribed Moonfall
4312,2019-03-25,0.856,94,Inscribed Moonfall
4313,2019-03-26,0.856,92,Inscribed Moonfall
4314,2019-03-27,0.86,90,Inscribed Moonfall
4315,2019-03-28,0.849,98,Inscribed Moonfall
4316,2019-03-29,0.843,87,Inscribed Moonfall
4317,2019-03-30,0.832,91,Inscribed Moonfall
4318,2019-03-31,0.844,90,Inscribed Moonfall
4319,2019-04-01,0.836,90,Inscribed Moonfall
4320,2019-04-02,0.855,82,Inscribed Moonfall
4321,2019-04-03,0.831,91,Inscribed Moonfall
4322,2019-04-04,0.841,91,Inscribed Moonfall
4323,2019-04-05,0.847,80,Inscribed Moonfall
4324,2019-04-06,0.845,99,Inscribed Moonfall
4325,2019-04-07,0.852,84,Inscribed Moonfall
4326,2019-04-08,0.826,78,Inscribed Moonfall
4327,2019-04-09,0.848,79,Inscribed Moonfall
4328,2019-04-10,0.844,72,Inscribed Moonfall
4329,2019-04-11,0.856,66,Inscribed Moonfall
4330,2019-04-12,0.849,75,Inscribed Moonfall
4331,2019-04-13,0.829,78,Inscribed Moonfall
4332,2019-04-14,0.85,77,Inscribed Moonfall
4333,2019-04-15,0.852,74,Inscribed Moonfall
4334,2019-04-16,0.848,92,Inscribed Moonfall
4335,2019-04-17,0.848,79,Inscribed Moonfall
4336,2019-04-18,0.862,74,Inscribed Moonfall
4337,2019-04-19,0.853,91,Inscribed Moonfall
4338,2019-04-20,0.855,84,Inscribed Moonfall
4339,2019-04-21,0.865,91,Inscribed Moonfall
4340,2019-04-22,0.844,85,Inscribed Moonfall
4341,2019-04-23,0.846,88,Inscribed Moonfall
4342,2019-04-24,0.846,85,Inscribed Moonfall
4343,2019-04-25,0.844,80,Inscribed Moonfall
4344,2019-04-26,0.847,65,Inscribed Moonfall
4345,2019-04-27,0.833,102,Inscribed Moonfall
4346,2019-04-28,0.844,113,Inscribed Moonfall
4347,2019-04-29,0.853,75,Inscribed Moonfall
4348,2019-04-30,0.841,89,Inscribed Moonfall
4349,2019-05-01,0.846,102,Inscribed Moonfall
4350,2019-05-02,0.845,106,Inscribed Moonfall
4351,2019-05-03,0.856,100,Inscribed Moonfall
4352,2019-05-04,0.905,130,Inscribed Moonfall
4353,2019-05-05,0.852,100,Inscribed Moonfall
4354,2019-05-06,0.873,88,Inscribed Moonfall
4355,2019-05-07,0.812,238,Inscribed Moonfall
4356,2019-05-08,0.747,454,Inscribed Moonfall
4357,2019-05-09,0.769,192,Inscribed Moonfall
4358,2019-05-10,0.768,144,Inscribed Moonfall
4359,2019-05-11,0.749,166,Inscribed Moonfall
4360,2019-05-12,0.773,134,Inscribed Moonfall
4361,2019-05-13,0.802,114,Inscribed Moonfall
4362,2019-05-14,0.822,122,Inscribed Moonfall
4363,2019-05-15,0.842,112,Inscribed Moonfall
4364,2019-05-16,0.851,122,Inscribed Moonfall
4365,2019-05-17,0.865,103,Inscribed Moonfall
4366,2019-05-18,0.877,110,Inscribed Moonfall
4367,2019-05-19,0.881,87,Inscribed Moonfall
4368,2019-05-20,0.869,90,Inscribed Moonfall
4369,2019-05-21,0.893,98,Inscribed Moonfall
4370,2019-05-22,0.913,86,Inscribed Moonfall
4371,2019-05-23,0.901,113,Inscribed Moonfall
4372,2019-05-24,0.886,117,Inscribed Moonfall
4373,2019-05-25,0.888,128,Inscribed Moonfall
4374,2019-05-26,0.912,114,Inscribed Moonfall
4375,2019-05-27,0.894,113,Inscribed Moonfall
4376,2019-05-28,0.927,78,Inscribed Moonfall
4377,2019-05-29,0.912,86,Inscribed Moonfall
4378,2019-05-30,0.91,94,Inscribed Moonfall
4379,2019-05-31,0.939,97,Inscribed Moonfall
4380,2019-06-01,0.935,120,Inscribed Moonfall
4381,2019-06-02,0.942,140,Inscribed Moonfall
4382,2019-06-03,0.956,188,Inscribed Moonfall
4383,2019-06-04,0.974,91,Inscribed Moonfall
4384,2019-06-05,0.992,142,Inscribed Moonfall
4385,2019-06-06,1.007,151,Inscribed Moonfall
4386,2019-06-07,0.98,94,Inscribed Moonfall
4387,2019-06-08,0.992,225,Inscribed Moonfall
4388,2019-06-09,0.992,137,Inscribed Moonfall
4389,2019-06-10,0.989,136,Inscribed Moonfall
4390,2019-06-11,0.981,129,Inscribed Moonfall
4391,2019-06-12,1.033,142,Inscribed Moonfall
4392,2019-06-13,1.016,114,Inscribed Moonfall
4393,2019-06-14,1.035,134,Inscribed Moonfall
4394,2019-06-15,1.012,144,Inscribed Moonfall
4395,2019-06-16,1.029,140,Inscribed Moonfall
4396,2019-06-17,1.03,94,Inscribed Moonfall
4397,2019-06-18,1.012,85,Inscribed Moonfall
4398,2019-06-19,1.026,107,Inscribed Moonfall
4399,2019-06-20,1.041,101,Inscribed Moonfall
4400,2019-06-21,1.048,147,Inscribed Moonfall
4401,2019-06-22,1.075,89,Inscribed Moonfall
4402,2019-06-23,1.062,119,Inscribed Moonfall
4403,2019-06-24,1.073,88,Inscribed Moonfall
4404,2019-06-25,1.079,116,Inscribed Moonfall
4405,2019-06-26,1.025,232,Inscribed Moonfall
4406,2019-06-27,0.918,342,Inscribed Moonfall
4407,2019-06-28,0.946,186,Inscribed Moonfall
4408,2019-06-29,0.937,263,Inscribed Moonfall
4409,2019-06-30,0.914,191,Inscribed Moonfall
4410,2019-07-01,0.935,141,Inscribed Moonfall
4411,2019-07-02,0.959,118,Inscribed Moonfall
4412,2019-07-03,1.02,179,Inscribed Moonfall
4413,2019-07-04,1.045,127,Inscribed Moonfall
4414,2019-07-05,1.063,122,Inscribed Moonfall
4415,2019-07-06,1.635,1591,Inscribed Moonfall
4416,2019-07-07,1.678,412,Inscribed Moonfall
4417,2019-07-08,1.643,234,Inscribed Moonfall
4418,2019-07-09,1.562,252,Inscribed Moonfall
4419,2019-07-10,1.576,182,Inscribed Moonfall
4420,2019-07-11,1.577,161,Inscribed Moonfall
4421,2019-07-12,1.537,167,Inscribed Moonfall
4422,2019-07-13,1.414,366,Inscribed Moonfall
4423,2019-07-14,1.438,186,Inscribed Moonfall
4424,2019-07-15,1.513,157,Inscribed Moonfall
4425,2019-07-16,1.488,154,Inscribed Moonfall
4426,2019-07-17,1.514,158,Inscribed Moonfall
4427,2019-07-18,1.508,149,Inscribed Moonfall
4428,2019-07-19,1.515,124,Inscribed Moonfall
4429,2019-07-20,1.473,156,Inscribed Moonfall
4430,2019-07-21,1.469,106,Inscribed Moonfall
4431,2019-07-22,1.467,96,Inscribed Moonfall
4432,2019-07-23,1.467,154,Inscribed Moonfall
4433,2019-07-24,1.444,103,Inscribed Moonfall
4434,2019-07-25,1.416,117,Inscribed Moonfall
4435,2019-07-26,1.413,136,Inscribed Moonfall
4436,2019-07-27,1.416,131,Inscribed Moonfall
4437,2019-07-28,1.416,141,Inscribed Moonfall
4438,2019-07-29,1.417,149,Inscribed Moonfall
4439,2019-07-30,1.432,114,Inscribed Moonfall
4440,2019-07-31,1.451,129,Inscribed Moonfall
4441,2019-08-01,1.417,77,Inscribed Moonfall
4442,2019-08-02,1.403,97,Inscribed Moonfall
4443,2019-08-03,1.436,107,Inscribed Moonfall
4444,2019-08-04,1.42,103,Inscribed Moonfall
4445,2019-08-05,1.407,107,Inscribed Moonfall
4446,2019-08-06,1.44,165,Inscribed Moonfall
4447,2019-08-07,1.454,162,Inscribed Moonfall
4448,2019-08-08,1.444,130,Inscribed Moonfall
4449,2019-08-09,1.432,119,Inscribed Moonfall
4450,2019-08-10,1.431,153,Inscribed Moonfall
4451,2019-08-11,1.425,120,Inscribed Moonfall
4452,2019-08-12,1.43,136,Inscribed Moonfall
4453,2019-08-13,1.403,127,Inscribed Moonfall
4454,2019-08-14,1.417,121,Inscribed Moonfall
4455,2019-08-15,1.469,106,Inscribed Moonfall
4456,2019-08-16,1.482,128,Inscribed Moonfall
4457,2019-08-17,1.51,145,Inscribed Moonfall
4458,2019-08-18,1.54,137,Inscribed Moonfall
4459,2019-08-19,1.488,166,Inscribed Moonfall
4460,2019-08-20,1.356,197,Inscribed Moonfall
4461,2019-08-21,1.396,149,Inscribed Moonfall
4462,2019-08-22,1.411,137,Inscribed Moonfall
4463,2019-08-23,1.384,126,Inscribed Moonfall
