,Date,Price,Number Sold,Item
1705,2020-05-02,7.803,80,Righteous Thunderbolt
1706,2020-05-03,7.715,78,Righteous Thunderbolt
1707,2020-05-04,7.63,70,Righteous Thunderbolt
1708,2020-05-05,7.56,78,Righteous Thunderbolt
1709,2020-05-06,7.795,87,Righteous Thunderbolt
1710,2020-05-07,8.03,77,Righteous Thunderbolt
1711,2020-05-08,7.973,71,Righteous Thunderbolt
1712,2020-05-09,7.917,72,Righteous Thunderbolt
1713,2020-05-10,8.109,77,Righteous Thunderbolt
1714,2020-05-11,8.152,58,Righteous Thunderbolt
1715,2020-05-12,8.069,80,Righteous Thunderbolt
1716,2020-05-13,8.131,66,Righteous Thunderbolt
1717,2020-05-14,7.985,59,Righteous Thunderbolt
1718,2020-05-15,7.894,75,Righteous Thunderbolt
1719,2020-05-16,8.054,65,Righteous Thunderbolt
1720,2020-05-17,8.224,52,Righteous Thunderbolt
1721,2020-05-18,8.41,64,Righteous Thunderbolt
1722,2020-05-19,8.499,67,Righteous Thunderbolt
1723,2020-05-20,8.6,59,Righteous Thunderbolt
1724,2020-05-21,8.636,48,Righteous Thunderbolt
1725,2020-05-22,8.725,55,Righteous Thunderbolt
1726,2020-05-23,8.528,66,Righteous Thunderbolt
1727,2020-05-24,8.262,82,Righteous Thunderbolt
1728,2020-05-25,7.414,101,Righteous Thunderbolt
1729,2020-05-26,6.732,172,Righteous Thunderbolt
1730,2020-05-27,7.487,83,Righteous Thunderbolt
1731,2020-05-28,7.728,57,Righteous Thunderbolt
1732,2020-05-29,7.816,82,Righteous Thunderbolt
1733,2020-05-30,7.923,84,Righteous Thunderbolt
1734,2020-05-31,7.998,81,Righteous Thunderbolt
1735,2020-06-01,8.147,46,Righteous Thunderbolt
1736,2020-06-02,8.425,60,Righteous Thunderbolt
1737,2020-06-03,8.408,57,Righteous Thunderbolt
1738,2020-06-04,8.473,61,Righteous Thunderbolt
1739,2020-06-05,8.308,56,Righteous Thunderbolt
1740,2020-06-06,8.532,64,Righteous Thunderbolt
1741,2020-06-07,9.15,59,Righteous Thunderbolt
1742,2020-06-08,8.97,49,Righteous Thunderbolt
1743,2020-06-09,8.73,49,Righteous Thunderbolt
1744,2020-06-10,8.43,50,Righteous Thunderbolt
1745,2020-06-11,8.529,58,Righteous Thunderbolt
1746,2020-06-12,8.491,55,Righteous Thunderbolt
1747,2020-06-13,8.583,52,Righteous Thunderbolt
1748,2020-06-14,8.643,62,Righteous Thunderbolt
1749,2020-06-15,8.532,59,Righteous Thunderbolt
1750,2020-06-16,8.241,47,Righteous Thunderbolt
1751,2020-06-17,8.349,43,Righteous Thunderbolt
1752,2020-06-18,8.341,42,Righteous Thunderbolt
1753,2020-06-19,8.188,50,Righteous Thunderbolt
1754,2020-06-20,8.224,52,Righteous Thunderbolt
1755,2020-06-21,8.299,53,Righteous Thunderbolt
1756,2020-06-22,8.344,46,Righteous Thunderbolt
1757,2020-06-23,8.537,50,Righteous Thunderbolt
1758,2020-06-24,8.134,72,Righteous Thunderbolt
1759,2020-06-25,6.997,117,Righteous Thunderbolt
1760,2020-06-26,7.188,87,Righteous Thunderbolt
1761,2020-06-27,7.307,70,Righteous Thunderbolt
1762,2020-06-28,7.422,89,Righteous Thunderbolt
1763,2020-06-29,7.334,60,Righteous Thunderbolt
1764,2020-06-30,7.544,55,Righteous Thunderbolt
1765,2020-07-01,8.143,67,Righteous Thunderbolt
1766,2020-07-02,8.207,64,Righteous Thunderbolt
1767,2020-07-03,7.475,114,Righteous Thunderbolt
1768,2020-07-04,7.721,71,Righteous Thunderbolt
1769,2020-07-05,7.702,66,Righteous Thunderbolt
1770,2020-07-06,7.835,54,Righteous Thunderbolt
1771,2020-07-07,7.876,53,Righteous Thunderbolt
1772,2020-07-08,8.026,74,Righteous Thunderbolt
1773,2020-07-09,7.889,53,Righteous Thunderbolt
1774,2020-07-10,8.183,62,Righteous Thunderbolt
1775,2020-07-11,8.457,61,Righteous Thunderbolt
1776,2020-07-12,8.644,54,Righteous Thunderbolt
1777,2020-07-13,8.757,56,Righteous Thunderbolt
1778,2020-07-14,8.666,52,Righteous Thunderbolt
1779,2020-07-15,8.499,41,Righteous Thunderbolt
1780,2020-07-16,8.767,52,Righteous Thunderbolt
1781,2020-07-17,8.777,51,Righteous Thunderbolt
1782,2020-07-18,9.063,40,Righteous Thunderbolt
1783,2020-07-19,9.238,48,Righteous Thunderbolt
1784,2020-07-20,9.227,50,Righteous Thunderbolt
1785,2020-07-21,9.078,34,Righteous Thunderbolt
1786,2020-07-22,9.278,48,Righteous Thunderbolt
1787,2020-07-23,9.249,40,Righteous Thunderbolt
1788,2020-07-24,9.164,36,Righteous Thunderbolt
1789,2020-07-25,9.734,66,Righteous Thunderbolt
1790,2020-07-26,9.826,55,Righteous Thunderbolt
1791,2020-07-27,9.906,42,Righteous Thunderbolt
1792,2020-07-28,9.694,46,Righteous Thunderbolt
1793,2020-07-29,10.121,50,Righteous Thunderbolt
1794,2020-07-30,10.133,61,Righteous Thunderbolt
1795,2020-07-31,10.506,64,Righteous Thunderbolt
1796,2020-08-01,11.081,66,Righteous Thunderbolt
1797,2020-08-02,10.612,53,Righteous Thunderbolt
1798,2020-08-03,10.283,51,Righteous Thunderbolt
1799,2020-08-04,10.551,53,Righteous Thunderbolt
1800,2020-08-05,10.763,47,Righteous Thunderbolt
1801,2020-08-06,10.744,59,Righteous Thunderbolt
1802,2020-08-07,10.792,52,Righteous Thunderbolt
1803,2020-08-08,10.921,47,Righteous Thunderbolt
1804,2020-08-09,11.264,60,Righteous Thunderbolt
1805,2020-08-10,11.066,39,Righteous Thunderbolt
1806,2020-08-11,11.227,43,Righteous Thunderbolt
1807,2020-08-12,11.067,46,Righteous Thunderbolt
1808,2020-08-13,11.049,60,Righteous Thunderbolt
1809,2020-08-14,10.82,68,Righteous Thunderbolt
1810,2020-08-15,9.903,62,Righteous Thunderbolt
1811,2020-08-16,10.291,64,Righteous Thunderbolt
1812,2020-08-17,10.891,47,Righteous Thunderbolt
1813,2020-08-18,10.912,39,Righteous Thunderbolt
1814,2020-08-19,11.164,53,Righteous Thunderbolt
1815,2020-08-20,11.275,49,Righteous Thunderbolt
1816,2020-08-21,11.179,53,Righteous Thunderbolt
1817,2020-08-22,11.373,45,Righteous Thunderbolt
1818,2020-08-23,10.71,50,Righteous Thunderbolt
1819,2020-08-24,11.376,51,Righteous Thunderbolt
1820,2020-08-25,11.501,49,Righteous Thunderbolt
1821,2020-08-26,11.528,44,Righteous Thunderbolt
1822,2020-08-27,11.423,43,Righteous Thunderbolt
1823,2020-08-28,11.36,48,Righteous Thunderbolt
1824,2020-08-29,11.251,47,Righteous Thunderbolt
1825,2020-08-30,11.274,48,Righteous Thunderbolt
1826,2020-08-31,11.23,51,Righteous Thunderbolt
1827,2020-09-01,11.262,56,Righteous Thunderbolt
1828,2020-09-02,10.959,55,Righteous Thunderbolt
1829,2020-09-03,10.757,51,Righteous Thunderbolt
1830,2020-09-04,10.946,52,Righteous Thunderbolt
1831,2020-09-05,10.701,55,Righteous Thunderbolt
1832,2020-09-06,10.728,45,Righteous Thunderbolt
1833,2020-09-07,10.324,53,Righteous Thunderbolt
1834,2020-09-08,10.766,41,Righteous Thunderbolt
1835,2020-09-09,10.677,38,Righteous Thunderbolt
1836,2020-09-10,10.637,48,Righteous Thunderbolt
1837,2020-09-11,10.737,67,Righteous Thunderbolt
1838,2020-09-12,10.651,68,Righteous Thunderbolt
1839,2020-09-13,10.545,57,Righteous Thunderbolt
1840,2020-09-14,10.797,56,Righteous Thunderbolt
1841,2020-09-15,10.698,44,Righteous Thunderbolt
1842,2020-09-16,10.784,43,Righteous Thunderbolt
1843,2020-09-17,10.606,86,Righteous Thunderbolt
1844,2020-09-18,11.009,79,Righteous Thunderbolt
1845,2020-09-19,11.288,64,Righteous Thunderbolt
1846,2020-09-20,11.331,55,Righteous Thunderbolt
1847,2020-09-21,11.45,55,Righteous Thunderbolt
1848,2020-09-22,11.613,36,Righteous Thunderbolt
1849,2020-09-23,11.319,54,Righteous Thunderbolt
1850,2020-09-24,11.503,44,Righteous Thunderbolt
1851,2020-09-25,11.547,61,Righteous Thunderbolt
1852,2020-09-26,11.422,50,Righteous Thunderbolt
1853,2020-09-27,11.835,60,Righteous Thunderbolt
1854,2020-09-28,11.256,45,Righteous Thunderbolt
1855,2020-09-29,11.984,44,Righteous Thunderbolt
1856,2020-09-30,12.041,50,Righteous Thunderbolt
1857,2020-10-01,11.999,49,Righteous Thunderbolt
1858,2020-10-02,12.081,52,Righteous Thunderbolt
1859,2020-10-03,11.784,58,Righteous Thunderbolt
1860,2020-10-04,11.872,53,Righteous Thunderbolt
1861,2020-10-05,11.811,45,Righteous Thunderbolt
1862,2020-10-06,11.767,44,Righteous Thunderbolt
1863,2020-10-07,11.469,56,Righteous Thunderbolt
1864,2020-10-08,11.316,49,Righteous Thunderbolt
1865,2020-10-09,11.526,52,Righteous Thunderbolt
1866,2020-10-10,11.803,49,Righteous Thunderbolt
1867,2020-10-11,12.063,52,Righteous Thunderbolt
1868,2020-10-12,12.11,42,Righteous Thunderbolt
1869,2020-10-13,11.917,37,Righteous Thunderbolt
1870,2020-10-14,11.945,53,Righteous Thunderbolt
1871,2020-10-15,11.561,54,Righteous Thunderbolt
1872,2020-10-16,11.864,54,Righteous Thunderbolt
1873,2020-10-17,12.029,45,Righteous Thunderbolt
1874,2020-10-18,12.383,49,Righteous Thunderbolt
1875,2020-10-19,12.287,47,Righteous Thunderbolt
1876,2020-10-20,11.954,34,Righteous Thunderbolt
1877,2020-10-21,12.139,32,Righteous Thunderbolt
1878,2020-10-22,12.143,43,Righteous Thunderbolt
1879,2020-10-23,12.347,57,Righteous Thunderbolt
1880,2020-10-24,12.178,56,Righteous Thunderbolt
1881,2020-10-25,12.352,52,Righteous Thunderbolt
1882,2020-10-26,12.415,45,Righteous Thunderbolt
1883,2020-10-27,12.651,45,Righteous Thunderbolt
1884,2020-10-28,12.663,41,Righteous Thunderbolt
1885,2020-10-29,12.474,39,Righteous Thunderbolt
1886,2020-10-30,11.498,76,Righteous Thunderbolt
1887,2020-10-31,11.489,55,Righteous Thunderbolt
1888,2020-11-01,11.642,66,Righteous Thunderbolt
1889,2020-11-02,11.878,52,Righteous Thunderbolt
1890,2020-11-03,12.007,46,Righteous Thunderbolt
1891,2020-11-04,11.82,44,Righteous Thunderbolt
1892,2020-11-05,12.085,63,Righteous Thunderbolt
1893,2020-11-06,12.166,37,Righteous Thunderbolt
1894,2020-11-07,11.847,56,Righteous Thunderbolt
1895,2020-11-08,12.025,60,Righteous Thunderbolt
1896,2020-11-09,11.875,52,Righteous Thunderbolt
1897,2020-11-10,11.946,64,Righteous Thunderbolt
1898,2020-11-11,11.34,38,Righteous Thunderbolt
1899,2020-11-12,11.492,57,Righteous Thunderbolt
1900,2020-11-13,11.698,53,Righteous Thunderbolt
1901,2020-11-14,11.652,52,Righteous Thunderbolt
1902,2020-11-15,11.553,63,Righteous Thunderbolt
1903,2020-11-16,11.29,43,Righteous Thunderbolt
1904,2020-11-17,11.114,51,Righteous Thunderbolt
1905,2020-11-18,10.789,63,Righteous Thunderbolt
1906,2020-11-19,10.957,42,Righteous Thunderbolt
1907,2020-11-20,11.086,63,Righteous Thunderbolt
1908,2020-11-21,11.885,58,Righteous Thunderbolt
1909,2020-11-22,11.864,53,Righteous Thunderbolt
1910,2020-11-23,11.602,49,Righteous Thunderbolt
1911,2020-11-24,10.893,44,Righteous Thunderbolt
1912,2020-11-25,11.26,61,Righteous Thunderbolt
1913,2020-11-26,10.263,67,Righteous Thunderbolt
1914,2020-11-27,10.67,57,Righteous Thunderbolt
1915,2020-11-28,10.204,67,Righteous Thunderbolt
1916,2020-11-29,10.351,64,Righteous Thunderbolt
1917,2020-11-30,10.307,57,Righteous Thunderbolt
1918,2020-12-01,10.076,52,Righteous Thunderbolt
1919,2020-12-02,10.048,50,Righteous Thunderbolt
1920,2020-12-03,10.196,70,Righteous Thunderbolt
1921,2020-12-04,9.592,80,Righteous Thunderbolt
1922,2020-12-05,9.975,65,Righteous Thunderbolt
1923,2020-12-06,10.034,52,Righteous Thunderbolt
1924,2020-12-07,9.787,54,Righteous Thunderbolt
1925,2020-12-08,9.497,61,Righteous Thunderbolt
1926,2020-12-09,9.03,62,Righteous Thunderbolt
1927,2020-12-10,8.581,70,Righteous Thunderbolt
1928,2020-12-11,8.927,83,Righteous Thunderbolt
1929,2020-12-12,8.997,77,Righteous Thunderbolt
1930,2020-12-13,9.067,80,Righteous Thunderbolt
1931,2020-12-14,8.908,54,Righteous Thunderbolt
1932,2020-12-15,9.006,61,Righteous Thunderbolt
1933,2020-12-16,8.933,69,Righteous Thunderbolt
1934,2020-12-17,8.661,68,Righteous Thunderbolt
1935,2020-12-18,9.087,76,Righteous Thunderbolt
1936,2020-12-19,9.711,65,Righteous Thunderbolt
1937,2020-12-20,10.003,83,Righteous Thunderbolt
1938,2020-12-21,10.028,68,Righteous Thunderbolt
1939,2020-12-22,9.886,56,Righteous Thunderbolt
1940,2020-12-23,9.615,76,Righteous Thunderbolt
1941,2020-12-24,9.805,54,Righteous Thunderbolt
1942,2020-12-25,9.861,59,Righteous Thunderbolt
1943,2020-12-26,9.798,79,Righteous Thunderbolt
1944,2020-12-27,9.667,64,Righteous Thunderbolt
1945,2020-12-28,9.705,59,Righteous Thunderbolt
1946,2020-12-29,9.67,73,Righteous Thunderbolt
1947,2020-12-30,9.642,68,Righteous Thunderbolt
1948,2020-12-31,9.731,61,Righteous Thunderbolt
1949,2021-01-01,9.482,76,Righteous Thunderbolt
1950,2021-01-02,9.391,61,Righteous Thunderbolt
1951,2021-01-03,9.304,70,Righteous Thunderbolt
1952,2021-01-04,9.321,55,Righteous Thunderbolt
1953,2021-01-05,9.524,70,Righteous Thunderbolt
1954,2021-01-06,9.357,51,Righteous Thunderbolt
1955,2021-01-07,9.287,47,Righteous Thunderbolt
1956,2021-01-08,9.224,62,Righteous Thunderbolt
1957,2021-01-09,9.408,66,Righteous Thunderbolt
1958,2021-01-10,9.678,57,Righteous Thunderbolt
1959,2021-01-11,9.655,56,Righteous Thunderbolt
1960,2021-01-12,9.845,47,Righteous Thunderbolt
1961,2021-01-13,9.696,60,Righteous Thunderbolt
1962,2021-01-14,9.641,66,Righteous Thunderbolt
1963,2021-01-15,9.483,50,Righteous Thunderbolt
1964,2021-01-16,9.237,54,Righteous Thunderbolt
1965,2021-01-17,9.666,60,Righteous Thunderbolt
1966,2021-01-18,9.424,50,Righteous Thunderbolt
1967,2021-01-19,9.541,45,Righteous Thunderbolt
1968,2021-01-20,9.604,74,Righteous Thunderbolt
1969,2021-01-21,9.308,44,Righteous Thunderbolt
1970,2021-01-22,9.338,65,Righteous Thunderbolt
1971,2021-01-23,9.241,53,Righteous Thunderbolt
1972,2021-01-24,9.137,63,Righteous Thunderbolt
1973,2021-01-25,9.263,57,Righteous Thunderbolt
1974,2021-01-26,8.971,64,Righteous Thunderbolt
1975,2021-01-27,8.928,56,Righteous Thunderbolt
1976,2021-01-28,8.62,56,Righteous Thunderbolt
1977,2021-01-29,8.94,52,Righteous Thunderbolt
1978,2021-01-30,8.826,64,Righteous Thunderbolt
1979,2021-01-31,8.843,63,Righteous Thunderbolt
1980,2021-02-01,8.814,55,Righteous Thunderbolt
1981,2021-02-02,8.568,60,Righteous Thunderbolt
1982,2021-02-03,8.607,46,Righteous Thunderbolt
1983,2021-02-04,8.748,55,Righteous Thunderbolt
1984,2021-02-05,8.824,61,Righteous Thunderbolt
1985,2021-02-06,9.02,57,Righteous Thunderbolt
1986,2021-02-07,8.635,43,Righteous Thunderbolt
1987,2021-02-08,8.519,48,Righteous Thunderbolt
1988,2021-02-09,8.516,53,Righteous Thunderbolt
1989,2021-02-10,8.654,56,Righteous Thunderbolt
1990,2021-02-11,8.484,61,Righteous Thunderbolt
1991,2021-02-12,8.548,65,Righteous Thunderbolt
1992,2021-02-13,8.328,60,Righteous Thunderbolt
1993,2021-02-14,8.166,63,Righteous Thunderbolt
1994,2021-02-15,8.102,50,Righteous Thunderbolt
1995,2021-02-16,8.356,54,Righteous Thunderbolt
1996,2021-02-17,8.16,61,Righteous Thunderbolt
1997,2021-02-18,8.298,52,Righteous Thunderbolt
1998,2021-02-19,8.333,61,Righteous Thunderbolt
1999,2021-02-20,8.324,63,Righteous Thunderbolt
2000,2021-02-21,8.376,59,Righteous Thunderbolt
2001,2021-02-22,8.231,69,Righteous Thunderbolt
2002,2021-02-23,8.129,49,Righteous Thunderbolt
2003,2021-02-24,8.041,55,Righteous Thunderbolt
2004,2021-02-25,7.798,50,Righteous Thunderbolt
2005,2021-02-26,7.946,77,Righteous Thunderbolt
2006,2021-02-27,8.058,74,Righteous Thunderbolt
2007,2021-02-28,8.044,64,Righteous Thunderbolt
2008,2021-03-01,8.042,52,Righteous Thunderbolt
2009,2021-03-02,7.851,49,Righteous Thunderbolt
2010,2021-03-03,7.813,50,Righteous Thunderbolt
2011,2021-03-04,7.778,52,Righteous Thunderbolt
2012,2021-03-05,7.681,76,Righteous Thunderbolt
2013,2021-03-06,7.581,61,Righteous Thunderbolt
2014,2021-03-07,7.713,61,Righteous Thunderbolt
2015,2021-03-08,7.713,47,Righteous Thunderbolt
2016,2021-03-09,7.517,60,Righteous Thunderbolt
2017,2021-03-10,7.386,67,Righteous Thunderbolt
2018,2021-03-11,7.366,54,Righteous Thunderbolt
2019,2021-03-12,7.527,66,Righteous Thunderbolt
2020,2021-03-13,7.834,64,Righteous Thunderbolt
2021,2021-03-14,7.812,68,Righteous Thunderbolt
2022,2021-03-15,7.644,68,Righteous Thunderbolt
2023,2021-03-16,7.65,63,Righteous Thunderbolt
2024,2021-03-17,7.415,58,Righteous Thunderbolt
2025,2021-03-18,7.594,57,Righteous Thunderbolt
2026,2021-03-19,7.544,67,Righteous Thunderbolt
2027,2021-03-20,7.589,70,Righteous Thunderbolt
2028,2021-03-21,7.566,69,Righteous Thunderbolt
2029,2021-03-22,7.51,59,Righteous Thunderbolt
2030,2021-03-23,7.149,42,Righteous Thunderbolt
2031,2021-03-24,7.529,57,Righteous Thunderbolt
2032,2021-03-25,7.542,67,Righteous Thunderbolt
2033,2021-03-26,7.423,62,Righteous Thunderbolt
2034,2021-03-27,7.472,57,Righteous Thunderbolt
2035,2021-03-28,7.535,78,Righteous Thunderbolt
2036,2021-03-29,7.344,60,Righteous Thunderbolt
2037,2021-03-30,7.827,50,Righteous Thunderbolt
2038,2021-03-31,7.68,55,Righteous Thunderbolt
2039,2021-04-01,7.68,62,Righteous Thunderbolt
2040,2021-04-02,7.76,82,Righteous Thunderbolt
2041,2021-04-03,7.714,62,Righteous Thunderbolt
2042,2021-04-04,7.678,66,Righteous Thunderbolt
2043,2021-04-05,8.266,77,Righteous Thunderbolt
2044,2021-04-06,8.074,47,Righteous Thunderbolt
2045,2021-04-07,7.691,53,Righteous Thunderbolt
2046,2021-04-08,7.522,53,Righteous Thunderbolt
2047,2021-04-09,7.397,49,Righteous Thunderbolt
2048,2021-04-10,7.461,76,Righteous Thunderbolt
2049,2021-04-11,7.417,66,Righteous Thunderbolt
2050,2021-04-12,7.488,56,Righteous Thunderbolt
2051,2021-04-13,7.567,53,Righteous Thunderbolt
2052,2021-04-14,7.612,57,Righteous Thunderbolt
2053,2021-04-15,7.587,50,Righteous Thunderbolt
2054,2021-04-16,7.537,69,Righteous Thunderbolt
2055,2021-04-17,7.926,59,Righteous Thunderbolt
2056,2021-04-18,7.932,55,Righteous Thunderbolt
2057,2021-04-19,7.819,46,Righteous Thunderbolt
2058,2021-04-20,7.508,55,Righteous Thunderbolt
2059,2021-04-21,7.775,60,Righteous Thunderbolt
2060,2021-04-22,7.779,52,Righteous Thunderbolt
2061,2021-04-23,7.817,54,Righteous Thunderbolt
2062,2021-04-24,8.007,53,Righteous Thunderbolt
2063,2021-04-25,7.873,74,Righteous Thunderbolt
2064,2021-04-26,7.914,53,Righteous Thunderbolt
2065,2021-04-27,7.749,54,Righteous Thunderbolt
2066,2021-04-28,7.706,55,Righteous Thunderbolt
2067,2021-04-29,7.816,62,Righteous Thunderbolt
2068,2021-04-30,7.88,61,Righteous Thunderbolt
2069,2021-05-01,7.952,76,Righteous Thunderbolt
2070,2021-05-02,8.48,75,Righteous Thunderbolt
2071,2021-05-03,8.334,55,Righteous Thunderbolt
2072,2021-05-04,8.059,61,Righteous Thunderbolt
2073,2021-05-05,8.057,57,Righteous Thunderbolt
2074,2021-05-06,7.973,68,Righteous Thunderbolt
2075,2021-05-07,7.819,71,Righteous Thunderbolt
2076,2021-05-08,8.003,53,Righteous Thunderbolt
2077,2021-05-09,7.832,58,Righteous Thunderbolt
2078,2021-05-10,8.059,61,Righteous Thunderbolt
2079,2021-05-11,8.084,52,Righteous Thunderbolt
2080,2021-05-12,8.121,70,Righteous Thunderbolt
2081,2021-05-13,8.147,54,Righteous Thunderbolt
2082,2021-05-14,8.297,82,Righteous Thunderbolt
2083,2021-05-15,8.768,74,Righteous Thunderbolt
2084,2021-05-16,8.862,59,Righteous Thunderbolt
2085,2021-05-17,8.791,60,Righteous Thunderbolt
2086,2021-05-18,8.83,47,Righteous Thunderbolt
2087,2021-05-19,8.866,55,Righteous Thunderbolt
2088,2021-05-20,8.885,56,Righteous Thunderbolt
2089,2021-05-21,8.98,53,Righteous Thunderbolt
2090,2021-05-22,9.025,65,Righteous Thunderbolt
2091,2021-05-23,9.334,59,Righteous Thunderbolt
2092,2021-05-24,9.493,54,Righteous Thunderbolt
2093,2021-05-25,9.173,53,Righteous Thunderbolt
2094,2021-05-26,9.399,63,Righteous Thunderbolt
2095,2021-05-27,9.288,48,Righteous Thunderbolt
2096,2021-05-28,9.446,67,Righteous Thunderbolt
2097,2021-05-29,9.524,70,Righteous Thunderbolt
2098,2021-05-30,9.558,65,Righteous Thunderbolt
2099,2021-05-31,9.301,56,Righteous Thunderbolt
2100,2021-06-01,9.567,60,Righteous Thunderbolt
2101,2021-06-02,9.42,53,Righteous Thunderbolt
2102,2021-06-03,9.48,52,Righteous Thunderbolt
2103,2021-06-04,9.321,63,Righteous Thunderbolt
2104,2021-06-05,9.143,58,Righteous Thunderbolt
2105,2021-06-06,9.235,57,Righteous Thunderbolt
2106,2021-06-07,9.218,52,Righteous Thunderbolt
2107,2021-06-08,9.286,43,Righteous Thunderbolt
2108,2021-06-09,9.128,53,Righteous Thunderbolt
2109,2021-06-10,9.11,54,Righteous Thunderbolt
2110,2021-06-11,9.319,54,Righteous Thunderbolt
2111,2021-06-12,9.437,55,Righteous Thunderbolt
2112,2021-06-13,9.284,50,Righteous Thunderbolt
2113,2021-06-14,9.318,44,Righteous Thunderbolt
2114,2021-06-15,9.282,45,Righteous Thunderbolt
2115,2021-06-16,9.132,52,Righteous Thunderbolt
2116,2021-06-17,9.279,69,Righteous Thunderbolt
2117,2021-06-18,9.12,43,Righteous Thunderbolt
2118,2021-06-19,9.047,51,Righteous Thunderbolt
2119,2021-06-20,8.98,57,Righteous Thunderbolt
2120,2021-06-21,9.087,51,Righteous Thunderbolt
2121,2021-06-22,8.666,47,Righteous Thunderbolt
2122,2021-06-23,8.767,62,Righteous Thunderbolt
2123,2021-06-24,6.606,233,Righteous Thunderbolt
2124,2021-06-25,6.827,100,Righteous Thunderbolt
2125,2021-06-26,6.961,62,Righteous Thunderbolt
2126,2021-06-27,6.929,69,Righteous Thunderbolt
2127,2021-06-28,7.382,53,Righteous Thunderbolt
2128,2021-06-29,7.562,52,Righteous Thunderbolt
2129,2021-06-30,7.897,74,Righteous Thunderbolt
2130,2021-07-01,7.845,55,Righteous Thunderbolt
2131,2021-07-02,7.698,56,Righteous Thunderbolt
2132,2021-07-03,7.837,70,Righteous Thunderbolt
2133,2021-07-04,7.909,55,Righteous Thunderbolt
2134,2021-07-05,8.117,54,Righteous Thunderbolt
2135,2021-07-06,8.079,46,Righteous Thunderbolt
2136,2021-07-07,7.988,33,Righteous Thunderbolt
2137,2021-07-08,7.845,52,Righteous Thunderbolt
2138,2021-07-09,8.006,50,Righteous Thunderbolt
2139,2021-07-10,8.027,52,Righteous Thunderbolt
2140,2021-07-11,7.99,54,Righteous Thunderbolt
2141,2021-07-12,8.181,49,Righteous Thunderbolt
2142,2021-07-13,7.96,44,Righteous Thunderbolt
2143,2021-07-14,7.947,47,Righteous Thunderbolt
2144,2021-07-15,7.978,46,Righteous Thunderbolt
2145,2021-07-16,8.067,57,Righteous Thunderbolt
2146,2021-07-17,8.189,61,Righteous Thunderbolt
2147,2021-07-18,8.237,56,Righteous Thunderbolt
2148,2021-07-19,8.545,36,Righteous Thunderbolt
2149,2021-07-20,8.517,59,Righteous Thunderbolt
2150,2021-07-21,8.218,39,Righteous Thunderbolt
2151,2021-07-22,8.328,49,Righteous Thunderbolt
2152,2021-07-23,7.505,81,Righteous Thunderbolt
2153,2021-07-24,7.757,70,Righteous Thunderbolt
2154,2021-07-25,7.672,54,Righteous Thunderbolt
2155,2021-07-26,7.853,50,Righteous Thunderbolt
2156,2021-07-27,7.849,35,Righteous Thunderbolt
2157,2021-07-28,8.007,50,Righteous Thunderbolt
2158,2021-07-29,8.044,54,Righteous Thunderbolt
2159,2021-07-30,7.981,46,Righteous Thunderbolt
2160,2021-07-31,8.103,55,Righteous Thunderbolt
2161,2021-08-01,8.037,50,Righteous Thunderbolt
2162,2021-08-02,8.095,42,Righteous Thunderbolt
2163,2021-08-03,8.244,50,Righteous Thunderbolt
2164,2021-08-04,8.121,42,Righteous Thunderbolt
2165,2021-08-05,8.11,43,Righteous Thunderbolt
2166,2021-08-06,7.333,90,Righteous Thunderbolt
2167,2021-08-07,7.789,80,Righteous Thunderbolt
2168,2021-08-08,7.977,73,Righteous Thunderbolt
2169,2021-08-09,7.924,61,Righteous Thunderbolt
2170,2021-08-10,8.104,62,Righteous Thunderbolt
2171,2021-08-11,8.42,64,Righteous Thunderbolt
2172,2021-08-12,8.139,45,Righteous Thunderbolt
2173,2021-08-13,8.307,52,Righteous Thunderbolt
2174,2021-08-14,8.249,56,Righteous Thunderbolt
2175,2021-08-15,8.22,43,Righteous Thunderbolt
2176,2021-08-16,8.229,64,Righteous Thunderbolt
2177,2021-08-17,8.213,41,Righteous Thunderbolt
2178,2021-08-18,8.413,74,Righteous Thunderbolt
2179,2021-08-19,8.653,53,Righteous Thunderbolt
2180,2021-08-20,8.785,61,Righteous Thunderbolt
2181,2021-08-21,8.892,68,Righteous Thunderbolt
2182,2021-08-22,8.78,52,Righteous Thunderbolt
2183,2021-08-23,8.84,49,Righteous Thunderbolt
2184,2021-08-24,8.796,56,Righteous Thunderbolt
2185,2021-08-25,8.807,42,Righteous Thunderbolt
2186,2021-08-26,8.81,58,Righteous Thunderbolt
2187,2021-08-27,8.604,56,Righteous Thunderbolt
2188,2021-08-28,8.689,46,Righteous Thunderbolt
2189,2021-08-29,8.579,46,Righteous Thunderbolt
2190,2021-08-30,8.637,45,Righteous Thunderbolt
2191,2021-08-31,8.657,34,Righteous Thunderbolt
2192,2021-09-01,8.738,40,Righteous Thunderbolt
2193,2021-09-02,8.581,56,Righteous Thunderbolt
2194,2021-09-03,8.706,56,Righteous Thunderbolt
2195,2021-09-04,8.622,59,Righteous Thunderbolt
2196,2021-09-05,8.615,52,Righteous Thunderbolt
2197,2021-09-06,8.661,57,Righteous Thunderbolt
2198,2021-09-07,8.607,52,Righteous Thunderbolt
2199,2021-09-08,8.482,48,Righteous Thunderbolt
2200,2021-09-09,8.613,57,Righteous Thunderbolt
2201,2021-09-10,8.679,58,Righteous Thunderbolt
2202,2021-09-11,8.744,51,Righteous Thunderbolt
2203,2021-09-12,8.552,62,Righteous Thunderbolt
